# sample data for use with the plot_3vars.py file
Problem Size,Direct,Vector,Indirect

8388608,0.000000000081062,0.00000000003831,0.000000006.78
16777216,0.00000000008094,0.0000000002869,0.00000001166
33554432,0.00000000008112,0.0000000002984,0.00000002947
67108864,0.00000000008091,0.000000000290,0.00000001285
134217728,0.00000000008114,0.0000000002887,0.0000000040338
268435456,0.00000000008112,0.0000000002866,0.000000006007
